property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,active
67888268,3 bed flat to rent,7999,https://www.zoopla.co.uk/to-rent/details/67888268/,"Admiralty House, Vaughan Way E1W",Crown Home Buying and Letting,3,1,29,0,2,0.52,29,0.46,29,0.62,29,0.56,29,1
67888283,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/67888283/,"Hampson Way, Stockwell, London SW8",Foxtons - Vauxhall,3,1,7,1,3,0.51,7,0.66,7,0.69,7,0.28,7,1
67888321,3 bed semi-detached house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67888321/,"Westbourne Road, Feltham TW13",Foxtons - Hounslow,3,1,8,0,2,0.46,8,0.25,8,0.83,8,0.72,8,1
67888368,3 bed flat to rent,11917,https://www.zoopla.co.uk/to-rent/details/67888368/,"Kensington Gore, Knightsbridge, London SW7",Foxtons - South Kensington,3,1,17,1,3,0.46,17,0.26,17,0.59,17,0.68,17,1
67888384,3 bed shared accommodation to rent,3750,https://www.zoopla.co.uk/to-rent/details/67888384/,"Primrose Gardens, London NW3",Hadleigh Residential,3,1,12,1,4,0.46,12,0.28,12,0.72,12,0.55,12,1
67888486,3 bed terraced house to rent,1950,https://www.zoopla.co.uk/to-rent/details/67888486/,"Garganey Walk, London SE28",MS Estates,3,1,9,0,0,0.46,9,0.32,9,0.69,9,0.74,9,1
67888492,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67888492/,"Jefferson Plaza, London E3",CityZEN London,3,1,16,1,6,0.46,17,0.27,17,0.52,17,0.64,17,1
67888615,3 bed semi-detached house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67888615/,"High Road, Cowley, Uxbridge UB8",Arron James,3,1,8,1,4,0.46,8,0.39,8,0.77,8,0.39,8,1
67888617,3 bed flat to rent,6500,https://www.zoopla.co.uk/to-rent/details/67888617/,"Russell Close, London W4",Waterview - Thames Ditton,3,1,5,0,2,0.52,5,0.28,5,0.82,5,0.33,5,1
67888731,3 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/67888731/,"Bromley Road, Shortlands, Bromley BR2",Maguire Baylis,3,1,7,1,3,0.46,7,0.23,7,0.89,7,0.6,7,1
67888736,3 bed end terrace house to rent,3500,https://www.zoopla.co.uk/to-rent/details/67888736/,"De Beauvoir Road, London N1",Stirling Ackroyd - Dalston,3,1,9,1,4,0.47,9,0.29,9,0.78,9,0.73,9,1
67888778,3 bed semi-detached house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67888778/,"Eva Road, Romford RM6",Khanadams,3,1,7,0,0,0.42,7,0.32,7,0.86,7,0.83,7,1
67888871,Room to rent,1200,https://www.zoopla.co.uk/to-rent/details/67888871/,"Alexandra Street, London E16",Cozee,1,1,9,1,2,0.47,9,0.45,9,0.67,9,0.62,9,1
67888955,3 bed flat to rent,6478,https://www.zoopla.co.uk/to-rent/details/67888955/,"Cashemre House, London E1",JLL - City,3,0,4,0,0,0.45,4,0.47,4,0.47,4,0.32,4,1
67889081,3 bed flat to rent,2300,https://www.zoopla.co.uk/to-rent/details/67889081/,"Anthony House, Beckett Road, Netherne On The Hill, Surrey CR5",Choices - Coulsdon,3,1,8,0,1,0.47,9,0.36,9,0.66,9,0.61,9,1
67889096,3 bed terraced house to rent,5900,https://www.zoopla.co.uk/to-rent/details/67889096/,"Elsley Road, The Shaftesbury Estate SW11",Chestertons - Battersea Rise,3,1,8,0,2,0.44,9,0.25,9,0.8,9,0.49,9,1
67889251,3 bed maisonette to rent,3250,https://www.zoopla.co.uk/to-rent/details/67889251/,"Montana Road, Tooting, London SW17",Drivers & Norris,3,1,7,0,2,0.5,9,0.27,9,0.84,9,0.68,9,1
67889290,2 bed link detached house to rent,3420,https://www.zoopla.co.uk/to-rent/details/67889290/,"Swan Road, London SE16",Nestify,2,1,8,1,4,0.46,9,0.25,9,0.68,9,0.46,9,1
67889303,3 bed semi-detached house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67889303/,"Edgwarebury Gardens, Edgware HA8",Space Residential,3,1,13,0,0,0.48,13,0.31,13,0.72,13,0.54,13,1
67889344,3 bed flat to rent,3760,https://www.zoopla.co.uk/to-rent/details/67889344/,"Tavistock Place, London WC1H",OpenRent,3,0,4,0,2,0.45,4,0.39,4,0.68,4,0.33,4,1
67889447,3 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/67889447/,"Talisker House, Acton, London W3",Foxtons - Chiswick,3,1,6,0,0,0.46,6,0.38,6,0.61,6,0.5,6,1
67889452,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/67889452/,"Acton Lane, Acton, London W3",Foxtons - Chiswick,1,0,3,1,1,0.46,3,0.24,3,0.7,3,0.55,3,1
67889460,2 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67889460/,"Malthouse Passage, London SW13",OpenRent,2,1,10,1,3,0.47,10,0.33,10,0.57,10,0.4,10,1
67889545,3 bed flat to rent,4200,https://www.zoopla.co.uk/to-rent/details/67889545/,"Indescon Square, Canary Wharf, London E14",Foxtons - Canary Wharf,3,1,12,1,4,0.53,12,0.25,12,0.71,12,0.48,12,1
67889562,1 bed flat to rent,3099,https://www.zoopla.co.uk/to-rent/details/67889562/,"St Edmunds Terrace, Primrose Hill, London NW8",Foxtons - St John's Wood,1,1,9,1,2,0.49,10,0.25,10,0.66,10,0.5,10,1
67889570,3 bed semi-detached house to rent,5634,https://www.zoopla.co.uk/to-rent/details/67889570/,"Beverley Drive, Edgware HA8",Foxtons - Stanmore,3,1,6,1,3,0.51,6,0.23,6,0.84,6,0.17,6,1
67889572,3 bed flat to rent,4334,https://www.zoopla.co.uk/to-rent/details/67889572/,"Mornington Close, Colindale, London NW9",Foxtons - Temple Fortune,3,0,4,0,1,0.5,4,0.17,4,0.88,4,0.28,4,1
67889595,2 bed terraced house to rent,3350,https://www.zoopla.co.uk/to-rent/details/67889595/,"Leinster Gardens, Bayswater W2",Chestertons - Hyde Park,2,0,3,0,1,0.56,3,0.38,3,0.78,3,0.67,3,1
67889619,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/67889619/,"Seacourt Road, London SE2",Hawkes Properties Ltd,3,1,12,1,6,0.47,12,0.37,12,0.79,12,0.37,12,1
67889703,3 bed flat to rent,3600,https://www.zoopla.co.uk/to-rent/details/67889703/,"Heath Rise, Kersfield Road, London SW15",Savills - Putney Lettings,3,1,7,0,2,0.52,7,0.21,7,0.59,7,0.55,7,1
67889862,3 bed flat to rent,7999,https://www.zoopla.co.uk/to-rent/details/67889862/,"London, London SW1P","Knight Frank - Belgravia, Covering Westminster Lettings",3,1,19,1,5,0.5,19,0.48,19,0.65,19,0.61,19,1
67889864,2 bed terraced house to rent,6283,https://www.zoopla.co.uk/to-rent/details/67889864/,"Eaton Terrace Mews, London SW1W","Knight Frank - Belgravia, Covering Westminster Lettings",2,1,13,1,3,0.52,13,0.4,13,0.63,13,0.52,13,1
67890166,3 bed flat to rent,15167,https://www.zoopla.co.uk/to-rent/details/67890166/,"Chapel Lofts, Belmont Street, Camden NW1",Mercier Gray,3,1,14,0,1,0.49,14,0.56,14,0.63,14,0.73,14,1
67890184,3 bed flat to rent,12783,https://www.zoopla.co.uk/to-rent/details/67890184/,"Chapel Lofts, Belmont Street, Camden NW1",Mercier Gray,3,0,4,0,0,0.54,4,0.7,4,0.32,4,0.57,4,1
67890394,2 bed terraced house to rent,4050,https://www.zoopla.co.uk/to-rent/details/67890394/,"Turle Road, Finsbury Park N4",Chestertons - Kentish Town,2,1,9,1,2,0.49,9,0.28,9,0.75,9,0.62,9,1
67890419,3 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/67890419/,"Hayes Village, London UB3",JLL Kew Bridge,3,1,12,1,4,0.51,13,0.4,13,0.59,13,0.51,13,1
67890427,3 bed semi-detached house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67890427/,"Gander Green Lane, Cheam, Sutton SM3",OpenRent,3,1,7,0,0,0.47,7,0.35,7,0.83,7,0.68,7,1
67890489,3 bed terraced house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67890489/,"Floyd Road, London SE7",OpenRent,3,1,7,0,2,0.49,8,0.4,8,0.68,8,0.3,8,1
67890508,3 bed maisonette to rent,2950,https://www.zoopla.co.uk/to-rent/details/67890508/,"Linden Gardens, London W4",OpenRent,3,1,11,0,1,0.45,11,0.44,11,0.73,11,0.48,11,1
67890514,3 bed terraced house to rent,2850,https://www.zoopla.co.uk/to-rent/details/67890514/,"Brownlow Close, Barnet EN4",OpenRent,3,1,11,1,4,0.56,11,0.53,11,0.64,11,0.42,11,1
67890592,3 bed semi-detached house to rent,2150,https://www.zoopla.co.uk/to-rent/details/67890592/,"The Fairway, Ruislip, Middlesex HA4",Robert Cooper & Co,3,1,7,0,0,0.48,9,0.64,9,0.76,9,0.39,9,1
67890603,3 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/67890603/,"Plamer Court, 34 Charcot Road NW9",Fraser & Co - Colindale Estate Agents,3,1,9,1,4,0.49,9,0.24,9,0.53,9,0.37,9,1
67890722,3 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/67890722/,"College Road, London SE21",Hamptons - Dulwich Lettings,3,1,7,1,3,0.45,8,0.27,8,0.8,8,0.28,8,1
67891061,3 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67891061/,"Dagenham Road, Dagenham, Essex RM10",Stoneshaw Estates,3,1,17,1,3,0.46,19,0.28,19,0.74,19,0.62,19,1
67891133,3 bed flat to rent,5200,https://www.zoopla.co.uk/to-rent/details/67891133/,"St. Johns Wood Park, St Johns Wood NW8",Find My Home,3,1,14,1,6,0.49,14,0.27,14,0.69,14,0.59,14,1
67891167,2 bed terraced house to rent,1700,https://www.zoopla.co.uk/to-rent/details/67891167/,"Spring Lane, Woodside, London SE25",Choices - Croydon,2,1,8,0,0,0.5,8,0.37,8,0.79,8,0.83,8,1
67891174,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67891174/,"Tooting Bec Road, Tooting, London SW17",Drivers & Norris,3,1,8,1,3,0.48,8,0.26,8,0.8,8,0.45,8,1
67891175,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67891175/,"Tooting Bec Road, Tooting, London SW17",Drivers & Norris,3,1,7,0,2,0.51,7,0.23,7,0.9,7,0.62,7,1
67891177,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67891177/,"Montana Road, Tooting, London SW17",Drivers & Norris,3,1,8,1,4,0.47,8,0.28,8,0.75,8,0.74,8,1
67891178,3 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/67891178/,"Tooting Bec Road, Tooting, London SW17",Drivers & Norris,3,1,6,0,2,0.5,6,0.26,6,0.85,6,0.69,6,1
67891179,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67891179/,"Tooting Bec Road, Tooting, London SW17",Drivers & Norris,3,1,7,1,3,0.5,7,0.21,7,0.84,7,0.69,7,1
67891274,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/67891274/,"Camden Street, London NW1",Oliver Jacobs,3,1,6,1,3,0.45,7,0.24,7,0.79,7,0.62,7,1
67891409,3 bed maisonette to rent,3450,https://www.zoopla.co.uk/to-rent/details/67891409/,"Woodgrange Avenue, London W5",OpenRent,3,1,8,0,1,0.53,9,0.36,9,0.78,9,0.48,9,1
67891738,3 bed end terrace house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67891738/,"Nightingale Lane, London E11",Petty Son & Prestwich,3,1,6,0,1,0.4,6,0.37,6,0.66,6,0.34,6,1
67891744,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67891744/,"Ridley Road, London E7",Petty Son & Prestwich,3,1,12,1,3,0.5,12,0.32,12,0.81,12,0.72,12,1
67892180,3 bed terraced house to rent,2999,https://www.zoopla.co.uk/to-rent/details/67892180/,"Cobbold Road, Wendell Park, Shepherd's Bush W12",Horton and Garton - Hammersmith and Shepherd's Bush,3,1,5,0,2,0.49,5,0.29,5,0.85,5,0.57,5,1
67892511,3 bed terraced house to rent,2050,https://www.zoopla.co.uk/to-rent/details/67892511/,"Bonington Road, London RM12",OpenRent,3,1,11,1,5,0.52,11,0.6,11,0.76,11,0.28,11,1
67892633,3 bed shared accommodation to rent,1150,https://www.zoopla.co.uk/to-rent/details/67892633/,"Wembley Park, Wembley HA9",Cloudrooms,3,1,8,1,8,0.51,8,0.26,8,0.7,8,0.37,8,1
67893021,3 bed flat to rent,5880,https://www.zoopla.co.uk/to-rent/details/67893021/,"Heath Drive, London NW3",Harding Green,3,1,23,1,7,0.45,24,0.22,24,0.67,24,0.39,24,1
67893145,2 bed semi-detached house to rent,2175,https://www.zoopla.co.uk/to-rent/details/67893145/,"Woodstock Avenue TW7,",Chancellors - Richmond,2,1,6,1,2,0.46,6,0.23,6,0.86,6,0.5,6,1
67893221,3 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/67893221/,"Medawar Drive, London NW7",Squires Estates,3,1,8,0,2,0.54,9,0.25,9,0.61,9,0.52,9,1
67893453,3 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/67893453/,"122A Ewell Road, Surbiton, Surrey KT6","Thomas & May, Surrey",3,1,7,0,2,0.43,7,0.17,7,0.71,7,0.43,7,1
67893522,3 bed terraced house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67893522/,"Morland Road, Addiscombe, Croydon CR0",Streets Ahead - Croydon,3,1,7,0,1,0.49,7,0.25,7,0.8,7,0.4,7,1
67893530,3 bed semi-detached house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67893530/,"The Green, Welling DA16",Anthony James- South East,3,1,7,0,2,0.46,7,0.3,7,0.78,7,0.75,7,1
67893573,3 bed flat to rent,8797,https://www.zoopla.co.uk/to-rent/details/67893573/,"One Blackfriars, 1 Blackfriars Road, London SE1",d.fine,3,1,16,1,6,0.54,16,0.3,16,0.59,16,0.5,16,1
67893721,3 bed flat to rent,14950,https://www.zoopla.co.uk/to-rent/details/67893721/,"Lansdowne Crescent, London W11",Hamptons - Notting Hill Lettings,3,1,32,1,3,0.51,32,0.42,32,0.64,32,0.6,32,1
67893732,3 bed flat to rent,4000,https://www.zoopla.co.uk/to-rent/details/67893732/,"Goodluck Hope Walk, London E14",Houseen Lettings & Property Services Ltd,3,1,21,1,9,0.5,21,0.22,21,0.73,21,0.5,21,1
67893893,3 bed end terrace house to rent,2000,https://www.zoopla.co.uk/to-rent/details/67893893/,"Ballards Road, Dagenham RM10",Balgores Dagenham,3,1,6,1,3,0.59,6,0.39,6,0.72,6,0.26,6,1
67893894,2 bed semi-detached house to rent,1700,https://www.zoopla.co.uk/to-rent/details/67893894/,"Christ Church Road, Beckenham BR3","Property World, Penge",2,1,5,0,1,0.45,5,0.31,5,0.43,5,0.26,5,1
67894095,3 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/67894095/,"Lever Street, London EC1V",Hamptons - Islington Lettings,3,1,6,0,2,0.45,6,0.31,6,0.58,6,0.67,6,1
67894126,2 bed semi-detached house to rent,2050,https://www.zoopla.co.uk/to-rent/details/67894126/,"Parkfield Crescent, Ruislip HA4",Lawrence Rand - Ruislip,2,1,10,1,4,0.54,10,0.58,10,0.81,10,0.65,10,1
67894253,3 bed terraced house to rent,4295,https://www.zoopla.co.uk/to-rent/details/67894253/,"Hartland Road, London NW1",Neway Estate Agents,3,1,15,0,0,0.45,15,0.18,15,0.7,15,0.64,15,1
67894421,3 bed flat to rent,5500,https://www.zoopla.co.uk/to-rent/details/67894421/,"Albion Gate, Albion Street, London W2",Cluttons - Hyde Park,3,1,7,1,3,0.46,7,0.28,7,0.84,7,0.66,7,1
67894461,3 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/67894461/,"Seven Sisters Road, London N7",Chris Anthony Estates,3,1,5,1,4,0.49,5,0.27,5,0.74,5,0.76,5,1
67894464,2 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/67894464/,"Horn Lane, Acton, London W3",Foxtons - Ealing,2,1,5,1,2,0.44,5,0.27,5,0.74,5,0.3,5,1
67894480,3 bed flat to rent,2708,https://www.zoopla.co.uk/to-rent/details/67894480/,"Finchley Road, London NW11",Dexters - West Hampstead (South),3,0,4,0,0,0.42,4,0.25,4,0.78,4,0.9,4,1
67894523,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67894523/,"Medway Gardens, Wembley HA0",ElliotLee,3,1,8,1,3,0.48,10,0.37,10,0.75,10,0.47,10,1
67894539,2 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/67894539/,"Tufton Street, London SW1P",Tuckerman Residential,2,1,6,1,2,0.49,6,0.18,6,0.77,6,0.87,6,1
67894722,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67894722/,"Fotheringham Road, Enfield, Greater London EN1",Chris Anthony Estates,3,1,8,0,1,0.42,8,0.35,8,0.64,8,0.73,8,1
67894870,3 bed flat to rent,5972,https://www.zoopla.co.uk/to-rent/details/67894870/,"Thornes House, 4 Charles Clowes Walk, Nine Elms, London SW11",Ivory Real Estate,3,1,7,1,3,0.53,8,0.2,8,0.65,8,0.52,8,1
67894980,3 bed flat to rent,3748,https://www.zoopla.co.uk/to-rent/details/67894980/,"East Acton Lane, London W3",Churchill & Mathersons - Acton,3,1,10,1,3,0.48,11,0.57,11,0.51,11,0.54,11,1
67895195,3 bed flat to rent,2300,https://www.zoopla.co.uk/to-rent/details/67895195/,"Cambridge Gardens, Kingston Upon Thames KT1",Hello Neighbour Ltd,3,1,18,1,3,0.43,19,0.62,19,0.64,19,0.36,19,1
67895206,3 bed detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67895206/,"Alers Road, Bexleyheath DA6",Robinson Jackson - Barnehurst,3,1,5,0,1,0.36,5,0.36,5,0.78,5,0.39,5,1
67895284,3 bed flat to rent,6000,https://www.zoopla.co.uk/to-rent/details/67895284/,"Westbourne Terrace, London W2",Smart Move,3,1,15,1,4,0.51,15,0.42,15,0.58,15,0.64,15,1
67895390,2 bed semi-detached house to rent,2175,https://www.zoopla.co.uk/to-rent/details/67895390/,"Woodstock Avenue, Isleworth TW7",Dexters - St Margarets,2,0,4,0,1,0.44,4,0.21,4,0.89,4,0.47,4,1
67895500,1 bed maisonette to rent,4247,https://www.zoopla.co.uk/to-rent/details/67895500/,"Burr Close, St Katharine Docks, London E1W",Foxtons - Wapping,1,1,7,1,4,0.46,7,0.25,7,0.65,7,0.62,7,1
67895501,3 bed shared accommodation to rent,3000,https://www.zoopla.co.uk/to-rent/details/67895501/,"Kings Avenue, Muswell Hill N10",Haven Estate Agents,3,1,5,0,2,0.46,5,0.33,5,0.59,5,0.25,5,1
67895637,3 bed flat to rent,4750,https://www.zoopla.co.uk/to-rent/details/67895637/,"Belsize Court, Wedderburn Road, Belsize Park NW3",Property Sisters,3,1,7,0,2,0.49,7,0.18,7,0.7,7,0.39,7,1
67895846,3 bed flat to rent,2550,https://www.zoopla.co.uk/to-rent/details/67895846/,"Old London Road, Kingston Upon Thames KT2",OpenRent,3,1,9,1,3,0.54,9,0.41,9,0.78,9,0.4,9,1
67896155,2 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/67896155/,"Crown Walk, Wembley HA9",OMG Estates,2,1,12,1,4,0.46,12,0.38,12,0.72,12,0.66,12,1
67896264,3 bed flat to rent,3597,https://www.zoopla.co.uk/to-rent/details/67896264/,"Bellville House, Greenwich SE10",Hamptons - Greenwich Lettings,3,1,11,1,4,0.52,11,0.29,11,0.65,11,0.47,11,1
67896306,2 bed semi-detached house to rent,1650,https://www.zoopla.co.uk/to-rent/details/67896306/,"Harlyn Drive, Pinner HA5",Paige & Petrook,2,1,7,0,1,0.46,8,0.26,8,0.92,8,0.73,8,1
67896331,3 bed flat to rent,5178,https://www.zoopla.co.uk/to-rent/details/67896331/,"Maida Avenue, London W2",Dexters - Hyde Park & Bayswater,3,1,8,1,3,0.5,8,0.31,8,0.69,8,0.46,8,1
67896384,3 bed flat to rent,23834,https://www.zoopla.co.uk/to-rent/details/67896384/,"Imperial House, 11-13 Young Street, London W8",Ivory Real Estate,3,1,16,1,4,0.49,16,0.19,16,0.62,16,0.47,16,1
67896491,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/67896491/,"Earls Court Gardens, London SW5",Kravens,3,1,8,0,2,0.49,9,0.56,9,0.79,9,0.51,9,1
67896569,3 bed flat to rent,6500,https://www.zoopla.co.uk/to-rent/details/67896569/,"Fitzjohns Avenue, Hampstead NW3",Liv International,3,1,16,1,3,0.49,16,0.28,16,0.72,16,0.62,16,1
67896576,3 bed flat to rent,4500,https://www.zoopla.co.uk/to-rent/details/67896576/,"Prince Of Wales Drive, London SW11",Knight Frank - Battersea and Riverside Lettings,3,1,16,1,3,0.5,17,0.2,17,0.76,17,0.77,17,1
67896620,3 bed flat to rent,2704,https://www.zoopla.co.uk/to-rent/details/67896620/,"Westwick Gardens, Brook Green W14",Finlay Brewer,3,1,10,0,2,0.43,10,0.41,10,0.69,10,0.53,10,1
67896708,3 bed flat to rent,18001,https://www.zoopla.co.uk/to-rent/details/67896708/,"Abell House, Westminster, London SW1P",JOHNS&CO - Nine Elms,3,1,13,1,4,0.55,13,0.24,13,0.7,13,0.33,13,1
67896913,3 bed flat to rent,4013,https://www.zoopla.co.uk/to-rent/details/67896913/,"Philbeach Gardens, London SW5",Bamboo Living Ltd,3,1,6,1,3,0.45,6,0.24,6,0.56,6,0.41,6,1
67897006,3 bed shared accommodation to rent,2600,https://www.zoopla.co.uk/to-rent/details/67897006/,"Arbuthnot Road, London SE14",Dexters New Cross,3,1,6,1,3,0.5,6,0.41,6,0.9,6,0.28,6,1
67897105,3 bed flat to rent,6283,https://www.zoopla.co.uk/to-rent/details/67897105/,"London, Greater London W2",Greater London Properties,3,1,19,1,6,0.53,19,0.37,19,0.67,19,0.3,19,1
67897190,3 bed end terrace house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67897190/,"Browning Avenue, Worcester Park KT4",SeOUL Estate Agents,3,1,9,0,1,0.47,10,0.31,10,0.71,10,0.69,10,1
67897237,3 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/67897237/,"Boulevard Drive, London NW9",Humphrey and Co Estates,3,1,7,1,3,0.52,7,0.54,7,0.79,7,0.52,7,1
67897444,1 bed terraced house to rent,2752,https://www.zoopla.co.uk/to-rent/details/67897444/,"Somerset Court, 79-81 Lexham Gardens W8",Chestertons - Kensington,1,0,4,1,1,0.43,4,0.32,4,0.47,4,0.41,4,1
67897958,3 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/67897958/,"Effra Parade, London SW2",Streets Ahead - Crystal Palace,3,1,9,1,4,0.45,9,0.2,9,0.74,9,0.5,9,1
67897985,3 bed flat to rent,3445,https://www.zoopla.co.uk/to-rent/details/67897985/,"Camden Street, Camden, London NW1",Property Divas Limited,3,1,7,0,1,0.41,7,0.26,7,0.72,7,0.4,7,1
67898062,3 bed flat to rent,6478,https://www.zoopla.co.uk/to-rent/details/67898062/,"Upper Montagu Street, London W1H",Knight Frank - Marylebone Lettings,3,1,13,1,5,0.5,13,0.29,13,0.74,13,0.74,13,1
67898067,3 bed flat to rent,2950,https://www.zoopla.co.uk/to-rent/details/67898067/,"High Road, North Finchley, London N12",Martyn Gerrard - North Finchley - Lettings,3,1,13,1,5,0.47,13,0.37,13,0.78,13,0.21,13,1
67898099,2 bed flat to rent,3900,https://www.zoopla.co.uk/to-rent/details/67898099/,"Earls Court Road, Earls Court SW5",Foxtons - Earls Court,2,0,3,1,2,0.6,3,0.45,3,0.51,3,0.78,3,1
67898150,3 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67898150/,"Church Street, Dagenham RM10",Ideal Letting Homes Ltd,3,0,2,0,0,0.53,2,0.23,2,0.85,2,0.88,2,1
67898217,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/67898217/,"Kyverdale Road, London N16",Galaxy Estates,3,1,15,1,4,0.51,15,0.32,15,0.72,15,0.57,15,1
67898313,3 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/67898313/,"Boulevard Drive, London NW9",Maxwell Estates,3,1,9,0,1,0.46,9,0.38,9,0.55,9,0.21,9,1
67898367,3 bed detached house to rent,5000,https://www.zoopla.co.uk/to-rent/details/67898367/,"Avalon Road, London SW6",Druce Chelsea,3,1,9,1,3,0.48,9,0.21,9,0.86,9,0.4,9,1
67898372,3 bed maisonette to rent,2700,https://www.zoopla.co.uk/to-rent/details/67898372/,"Durham Road, London SW20",Hamptons - Wimbledon Lettings,3,0,4,0,2,0.51,4,0.23,4,0.86,4,0.68,4,1
67898379,3 bed flat to rent,6478,https://www.zoopla.co.uk/to-rent/details/67898379/,"Gloucester Place, London W1U",Dexters - Marylebone,3,1,6,0,2,0.56,6,0.25,6,0.69,6,0.54,6,1
67898381,3 bed flat to rent,6478,https://www.zoopla.co.uk/to-rent/details/67898381/,"Upper Montagu Street, London W1H",Dexters - Marylebone,3,1,8,1,3,0.54,8,0.28,8,0.78,8,0.68,8,1
67898422,3 bed shared accommodation to rent,3500,https://www.zoopla.co.uk/to-rent/details/67898422/,"Ashmore Road, London W9",Hamptons - Maida Vale Lettings,3,1,13,1,5,0.51,13,0.21,13,0.78,13,0.6,13,1
67898540,2 bed end terrace house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67898540/,"Parker Street, London E16",Easymove Estate Agents - East Ham,2,1,10,1,3,0.45,10,0.3,10,0.74,10,0.29,10,1
67898780,3 bed end terrace house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67898780/,"Fieldway, Dagenham RM8",Carter & Willow,3,1,9,0,2,0.4,10,0.35,10,0.54,10,0.54,10,1
67898791,3 bed flat to rent,6478,https://www.zoopla.co.uk/to-rent/details/67898791/,"Gloucester Place, London W1U",Knight Frank - Marylebone Lettings,3,1,20,1,7,0.49,20,0.33,20,0.65,20,0.52,20,1
67898909,3 bed terraced house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67898909/,"Haslemere Avenue, Mitcham CR4",Brinkley's Estate Agents,3,1,14,0,1,0.55,15,0.5,15,0.8,15,0.7,15,1
67899013,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/67899013/,"College Road, Harrow HA1",Foxtons - Harrow,3,1,9,0,2,0.52,9,0.24,9,0.61,9,0.45,9,1
67899023,2 bed terraced house to rent,1700,https://www.zoopla.co.uk/to-rent/details/67899023/,"Washington Road, Worcester Park KT4",Connor Prince,2,1,6,1,2,0.46,7,0.24,7,0.77,7,0.57,7,1
67899029,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67899029/,"Cranmore Road, Bromley BR1",Daniels Property Services,3,1,13,1,3,0.42,13,0.3,13,0.71,13,0.49,13,1
67899077,3 bed flat to rent,6283,https://www.zoopla.co.uk/to-rent/details/67899077/,"Bryanston Mansions, York Street, Marlyeobne W1H",Jeremy James,3,1,7,0,0,0.45,7,0.3,7,0.61,7,0.42,7,1
67899089,3 bed flat to rent,5500,https://www.zoopla.co.uk/to-rent/details/67899089/,"Gloucester Terrace, London W2",Smart Move,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
