property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,active
48729006,2 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/48729006/,"Cochrane Road, London SW19",Brinkley's Estate Agents,2,0,4,0,1,0.49,4,0.2,4,0.85,4,0.48,4,1
48793498,2 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/48793498/,"Coningham Road, Harlequin House, Shepherd's Bush W12",Kerr and Co,2,0,4,1,2,0.52,5,0.31,5,0.74,5,0.53,5,1
48858662,1 bed flat to rent,2249,https://www.zoopla.co.uk/to-rent/details/48858662/,"George Mathers Road, London SE11",Cubix Estate Agents,1,1,9,1,2,0.49,10,0.267,10,0.55,20,0.653,10,1
48861044,2 bed flat to rent,4983,https://www.zoopla.co.uk/to-rent/details/48861044/,"Lowndes Square, Knightsbridge, London SW1X",Strutt & Parker - Sloane Street,2,1,11,1,4,0.48,11,0.23,11,0.65,11,0.68,11,1
48874623,3 bed flat to rent,6998,https://www.zoopla.co.uk/to-rent/details/48874623/,"Capital Building, Embassy Gardens, Nine Elms, London SW11",JOHNS&CO - Nine Elms,3,1,12,1,3,0.5133333333333333,12,0.3491666666666667,12,0.501,24,0.49333333333333335,12,1
48937212,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/48937212/,"Cambalt Road, London SW15",Cound,1,0,4,1,1,0.47,4,0.32,4,0.93,4,0.5,4,1
49009976,2 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/49009976/,"Amelia House, London City Island, London E14",JOHNS&CO - New Providence Wharf,2,1,7,0,1,0.43,7,0.36,7,0.57,7,0.6,7,1
49063843,Room to rent,675,https://www.zoopla.co.uk/to-rent/details/49063843/,"Melford Avenue, Room 7, Barking IG11",Keystones Properties,1,1,7,1,4,0.4,7,0.31,7,0.75,7,0.75,7,1
49096525,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/49096525/,"Southern Row, London W10",Westways,2,1,11,1,2,0.46,12,0.31,12,0.63,12,0.72,12,1
49160500,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/49160500/,"Hanson Close, Beckenham BR3",Key Property Consultants,1,1,6,0,0,0.421,6,0.258,6,0.586,12,0.696,6,1
49248938,3 bed flat to rent,5499,https://www.zoopla.co.uk/to-rent/details/49248938/,"Gloucester Place, London NW1",Barnard Marcus - Covent Garden,3,1,9,0,2,0.5011111111111111,9,0.2788888888888889,9,0.754,18,0.82,9,1
49311130,3 bed terraced house to rent,3250,https://www.zoopla.co.uk/to-rent/details/49311130/,"Goodenough Road, Wimbledon SW19",Seymour Green,3,0,3,0,1,0.44,4,0.24,4,0.88,4,0.53,4,1
49339053,3 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/49339053/,"Morning Lane, London E9",Homefinders,3,1,7,0,2,0.3871428571428571,7,0.3071428571428571,7,0.734,14,0.3242857142857143,7,1
49362744,1 bed flat to rent,1875,https://www.zoopla.co.uk/to-rent/details/49362744/,"Alexandra Grove, Finsbury Park, London N4",Royal Residentials,1,1,7,0,0,0.4,7,0.24,7,0.55,7,0.85,7,1
49411819,1 bed flat to rent,1680,https://www.zoopla.co.uk/to-rent/details/49411819/,"Gerridge Street, London SE1",Winkworth - Kennington,1,0,3,1,1,0.41,3,0.29,3,0.79,3,0.56,3,1
49488953,1 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/49488953/,"Porchester Road, London W2",Westways,1,1,8,1,1,0.404,8,0.315,8,0.582,16,0.85,8,1
49506046,1 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/49506046/,"Prince Regent Court, St Johns Wood NW8",Chancellors - St John's Wood,1,1,9,1,3,0.48,9,0.18,9,0.8,9,0.41,9,1
49510408,2 bed flat to rent,6500,https://www.zoopla.co.uk/to-rent/details/49510408/,"Victoria Road, London W8",Strutt & Parker - Kensington,2,1,10,1,2,0.51,10,0.28,10,0.78,10,0.58,10,1
49662419,1 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/49662419/,"Old Brompton Road, London SW5",Drury Estates Ltd,1,1,11,1,2,0.51,11,0.22,11,0.73,11,0.76,11,1
49678733,2 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/49678733/,"Roosevelt Court, 84A Augustus Road, Southfield SW19",Warren & Co,2,1,6,1,2,0.52,6,0.35,6,0.64,6,0.49,6,1
49704069,2 bed flat to rent,5958,https://www.zoopla.co.uk/to-rent/details/49704069/,"Legacy Building, Embassy Gardens, Nine Elms SW11",JOHNS&CO - Nine Elms,2,1,15,1,3,0.55,15,0.29,15,0.63,15,0.44,15,1
49710141,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/49710141/,"Masons Avenue, Croydon CR0",Lawsons & Daughters,3,0,4,0,1,0.49,4,0.18,4,0.71,4,0.71,4,1
49774009,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/49774009/,"The Lindens, Kew Road, Kew, Richmond, Surrey TW9",Halletts,1,0,4,1,1,0.45,5,0.2,5,0.72,5,0.36,5,1
49888140,1 bed flat to rent,1647,https://www.zoopla.co.uk/to-rent/details/49888140/,"Southwood Lane, Highgate N6",Barbara Gibson Properties,1,0,4,1,1,0.49,4,0.22,4,0.75,4,0.54,4,1
49970002,1 bed flat to rent,1863,https://www.zoopla.co.uk/to-rent/details/49970002/,"Dartmouth Road, Willesden Green NW2",Rose & Co,1,0,3,1,1,0.53,3,0.305,3,0.651,6,0.434,3,1
50002764,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/50002764/,"Evelyn Road, Richmond TW9",Chancellors - Richmond,1,1,9,1,4,0.5,9,0.2,9,0.72,9,0.7,9,1
50005921,1 bed semi-detached house to rent,1475,https://www.zoopla.co.uk/to-rent/details/50005921/,"Wrangthorne Walk, Waddon, Croydon CR0",Patricia Shepherd,1,1,7,0,0,0.4,8,0.26,8,0.74,8,0.89,8,1
50050044,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/50050044/,"Eastern House, 2 Wolverley Street, London E2",Ellis & Co - Bethnal Green,2,1,8,1,2,0.51,8,0.3,8,0.74,8,0.47,8,1
50100165,3 bed flat to rent,3400,https://www.zoopla.co.uk/to-rent/details/50100165/,"Hanley Road, Finsbury Park N4",Alex Marks,3,1,7,0,0,0.42,7,0.32,7,0.74,7,0.87,7,1
50129488,2 bed flat to rent,1703,https://www.zoopla.co.uk/to-rent/details/50129488/,"Spinnaker Close, Barking IG11",Quest London,2,1,10,1,5,0.49,10,0.24,10,0.54,10,0.4,10,1
50130581,Room to rent,500,https://www.zoopla.co.uk/to-rent/details/50130581/,"Grosvenor Road, Hounslow TW3",CityWest Estate Agents,1,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
50131793,2 bed terraced house to rent,12133,https://www.zoopla.co.uk/to-rent/details/50131793/,"Duke Street, London W1K",Westgate Utama Ltd,2,1,17,1,5,0.53,19,0.27,19,0.73,19,0.52,19,1
50137655,2 bed terraced house to rent,9100,https://www.zoopla.co.uk/to-rent/details/50137655/,"Duke Street, London W1K",Westgate Utama Ltd,2,0,4,1,2,0.52,4,0.39,4,0.79,4,0.41,4,1
50157259,2 bed detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/50157259/,"Hutton Grove, London N12",Niche Estates,2,1,6,0,1,0.49,6,0.19,6,0.76,6,0.67,6,1
50331518,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/50331518/,"Cityview Point, Leven Wharf, London E14",JOHNS&CO - New Providence Wharf,1,1,9,1,2,0.5,9,0.19,9,0.61,9,0.68,9,1
50345677,2 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/50345677/,"Beechcroft Road, London SW17",Carter Jonas - Wandsworth,2,1,10,0,0,0.45,10,0.31,10,0.66,10,0.73,10,1
50381303,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/50381303/,"Chesterfield House, Chesterfield Gardens, Mayfair, London W1J",Carter Jonas - Mayfair & St James's,1,0,4,1,1,0.499,4,0.221,4,0.875,8,0.552,4,1
50383216,3 bed town house to rent,2990,https://www.zoopla.co.uk/to-rent/details/50383216/,"Tufnell Park Road, London N7",Black Katz - Camden,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
50383394,2 bed flat to rent,1798,https://www.zoopla.co.uk/to-rent/details/50383394/,"Inderwick Road, London N8",Black Katz - Islington,2,1,5,0,1,0.46,5,0.34,5,0.84,5,0.41,5,1
50383423,2 bed flat to rent,2058,https://www.zoopla.co.uk/to-rent/details/50383423/,"Barker Drive, London NW1",Black Katz - Camden,2,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
50460744,3 bed flat to rent,5633,https://www.zoopla.co.uk/to-rent/details/50460744/,"Boydell Court, St Johns Wood Park, St John's Wood NW8",Liv International,3,1,11,1,4,0.52,11,0.28,11,0.61,11,0.48,11,1
50465469,2 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/50465469/,"Decima Street, London SE1",Black Katz - London Bridge & Clapham,2,0,4,1,2,0.57,4,0.4,4,0.86,4,0.51,4,1
50523743,1 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/50523743/,"Blackstock Road, London N5",Ariston Property,1,1,6,1,2,0.42,6,0.36,6,0.67,6,0.55,6,1
50556022,3 bed flat to rent,15167,https://www.zoopla.co.uk/to-rent/details/50556022/,"Chappell Lofts, 10A Belmont Street, Camden NW1",Aston Chase,3,1,14,0,0,0.52,14,0.59,14,0.65,14,0.76,14,1
50556172,3 bed detached house to rent,16900,https://www.zoopla.co.uk/to-rent/details/50556172/,"Nutley Terrace, Hampstead, London NW3",Aston Chase,3,1,8,0,2,0.53,8,0.27,8,0.62,8,0.46,8,1
50570080,2 bed terraced house to rent,1950,https://www.zoopla.co.uk/to-rent/details/50570080/,"Bells Hill, Barnet EN5",Hamilton Chase,2,1,8,1,5,0.49,9,0.3,9,0.77,9,0.33,9,1
50624066,1 bed flat to rent,2730,https://www.zoopla.co.uk/to-rent/details/50624066/,"17 Prince Albert Road, Primrose Hill NW1",John D Wood & Co. - Primrose Hill Lettings,1,1,7,1,1,0.489,7,0.327,7,0.74,14,0.446,7,1
50650300,1 bed terraced house to rent,1798,https://www.zoopla.co.uk/to-rent/details/50650300/,"Chaucer Drive, London SE1, Elephant And Castle,",Cubix Estate Agents,1,1,6,1,1,0.45,7,0.31,7,0.66,7,0.71,7,1
50652624,3 bed flat to rent,4767,https://www.zoopla.co.uk/to-rent/details/50652624/,"Clifton Hill, St John's Wood, London NW8",Aston Chase,3,1,7,1,3,0.48375,8,0.3,8,0.654,16,0.7575000000000001,8,1
50766404,1 bed flat to rent,2882,https://www.zoopla.co.uk/to-rent/details/50766404/,"International Way, London E20",Concept Studio Apartments,1,1,9,1,3,0.53,10,0.21,10,0.7,10,0.58,10,1
50774290,2 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/50774290/,"Murray Road, Ealing W5",Sinton Andrews,2,1,9,0,1,0.46,9,0.32,9,0.75,9,0.56,9,1
50877470,1 bed flat to rent,1575,https://www.zoopla.co.uk/to-rent/details/50877470/,"Capitol Way, London NW9",Mile - Colindale,1,1,6,1,1,0.46,7,0.2,7,0.52,7,0.81,7,1
50899475,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/50899475/,"Lady Margaret Road, Southall UB1",Weaver Rose Estate Agents,1,0,4,1,1,0.402,4,0.283,4,0.612,8,0.454,4,1
50910703,2 bed flat to rent,2899,https://www.zoopla.co.uk/to-rent/details/50910703/,"Webber Street, London SE1",Black Katz - London Bridge & Clapham,2,1,6,1,2,0.57,6,0.51,6,0.58,6,0.65,6,1
50928422,1 bed terraced house to rent,3000,https://www.zoopla.co.uk/to-rent/details/50928422/,"Britannia Row, Islington, London N1",Ellis & Co - Islington,1,1,5,1,1,0.45,5,0.28,5,0.43,5,0.9,5,1
50934115,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/50934115/,"Oakfield Road, London N4",Alwyne Estates,1,1,10,1,2,0.45,10,0.18,10,0.69,10,0.3,10,1
50977830,2 bed flat to rent,2150,https://www.zoopla.co.uk/to-rent/details/50977830/,"Manor Park, Lewisham SE13",Heath Estates,2,1,9,0,1,0.37,9,0.32,9,0.8,9,0.77,9,1
51176406,3 bed terraced house to rent,3150,https://www.zoopla.co.uk/to-rent/details/51176406/,"Norwood Road, London SE24",Urban Village,3,1,9,1,4,0.5022222222222221,9,0.24333333333333332,9,0.813,18,0.3833333333333333,9,1
51218460,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/51218460/,"Methuen Park, Muswell Hill N10",Robert Lehrer Properties,1,0,4,1,1,0.46,4,0.28,4,0.71,4,0.38,4,1
51291312,2 bed semi-detached house to rent,1700,https://www.zoopla.co.uk/to-rent/details/51291312/,"Newstead Walk, Carshalton SM5",Pearl Estates,2,1,7,0,0,0.44,7,0.49,7,0.74,7,0.57,7,1
51341491,2 bed flat to rent,2300,https://www.zoopla.co.uk/to-rent/details/51341491/,"Chiswick High Road, Chiswick, Chiswick W4",Chestnut Estate Agents Ltd,2,1,7,1,2,0.44,7,0.34,7,0.66,7,0.64,7,1
51396683,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/51396683/,"Bycullah Road, Enfield EN2",Greengate Residential,1,0,4,0,0,0.369,4,0.189,4,0.825,8,0.886,4,1
51429217,2 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/51429217/,"Burton Court, Franklins Row, London SW3",Marsh & Parsons - Chelsea,2,1,5,1,2,0.5,5,0.29,5,0.89,5,0.66,5,1
51429964,1 bed mews to rent,5850,https://www.zoopla.co.uk/to-rent/details/51429964/,"Pottery Lane, London W11",Marsh & Parsons - Holland Park,1,0,4,1,1,0.53,4,0.3,4,0.62,4,0.65,4,1
51466174,Room to rent,1387,https://www.zoopla.co.uk/to-rent/details/51466174/,"City Tower City Tower, Limeharbour, Canary Wharf E14",Apartmentwharf,1,1,8,1,2,0.5,8,0.35,8,0.56,8,0.54,8,1
51466195,Room to rent,1083,https://www.zoopla.co.uk/to-rent/details/51466195/,"Duckman Tower, Lincoln Plaza, Canary Wharf E14",Apartmentwharf,1,1,21,1,2,0.48,21,0.54,21,0.49,21,0.52,21,1
51466315,Room to rent,910,https://www.zoopla.co.uk/to-rent/details/51466315/,"Cambridge Avenue, London NW6",Apartmentwharf,1,0,3,1,1,0.4,4,0.39,4,0.48,4,0.59,4,1
51466320,Room to rent,1213,https://www.zoopla.co.uk/to-rent/details/51466320/,"Duckman Tower, Lincoln Plaza, Canary Wharf E14",Apartmentwharf,1,1,19,1,1,0.47,19,0.57,19,0.46,19,0.46,19,1
51466326,1 bed flat to rent,1365,https://www.zoopla.co.uk/to-rent/details/51466326/,"Crownfield Road, London E15",Apartmentwharf,1,1,8,1,2,0.47,8,0.38,8,0.53,8,0.74,8,1
51466427,Room to rent,1083,https://www.zoopla.co.uk/to-rent/details/51466427/,"City Tower City Tower, Limeharbour, Canary Wharf E14",Apartmentwharf,1,1,9,1,3,0.5,9,0.46,9,0.55,9,0.76,9,1
51466467,Room to rent,1257,https://www.zoopla.co.uk/to-rent/details/51466467/,"Cambridge Avenue, London NW6",Apartmentwharf,1,0,3,1,2,0.45,5,0.39,5,0.49,5,0.53,5,1
51466502,Room to rent,1300,https://www.zoopla.co.uk/to-rent/details/51466502/,"Galaxy Building, Crews Street, Canary Wharf E14",Apartmentwharf,1,1,7,1,2,0.43,7,0.39,7,0.53,7,0.75,7,1
51466540,Room to rent,997,https://www.zoopla.co.uk/to-rent/details/51466540/,"St. Davids Square, London E14",Apartmentwharf,1,1,13,1,2,0.45,13,0.42,13,0.56,13,0.65,13,1
51466635,Room to rent,1127,https://www.zoopla.co.uk/to-rent/details/51466635/,"Cambridge Avenue, London NW6",Apartmentwharf,1,1,7,1,1,0.46,8,0.42,8,0.63,8,0.83,8,1
51466678,Room to rent,1083,https://www.zoopla.co.uk/to-rent/details/51466678/,"City Tower, City Tower, Limeharbour, Canary Wharf E14",Apartmentwharf,1,1,8,1,2,0.46,8,0.36,8,0.55,8,0.59,8,1
51573234,3 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/51573234/,"Blenheim Gardens, London NW2",Black Katz - West Hampstead,3,1,9,1,5,0.48,9,0.4,9,0.75,9,0.62,9,1
51575252,3 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/51575252/,"Cranborne Waye, Hayes UB4",Hiltons Estates,3,1,8,1,4,0.4744444444444444,9,0.20666666666666667,9,0.855,18,0.6766666666666666,9,1
51605789,3 bed flat to rent,3358,https://www.zoopla.co.uk/to-rent/details/51605789/,"Collier Street, London N1",Black Katz - Islington,3,1,7,0,2,0.46,8,0.285,8,0.819,16,0.63,8,1
51614108,2 bed maisonette to rent,2400,https://www.zoopla.co.uk/to-rent/details/51614108/,"Wellesley Road, Chiswick W4",London Estates,2,1,10,0,1,0.46,10,0.45,10,0.73,10,0.38,10,1
51625764,1 bed flat to rent,1842,https://www.zoopla.co.uk/to-rent/details/51625764/,"Gray's Inn Road, London WC1X",Walton Residential,1,1,6,1,1,0.45,6,0.29,6,0.612,12,0.804,6,1
51641222,3 bed detached house to rent,2650,https://www.zoopla.co.uk/to-rent/details/51641222/,"Repton Avenue, North Wembley HA0",Paragon Estate Agents,3,1,5,0,2,0.44,5,0.3,5,0.88,5,0.81,5,1
51647447,3 bed mews to rent,2850,https://www.zoopla.co.uk/to-rent/details/51647447/,"Stanmore Road, Richmond TW9",John D Wood & Co. - Richmond Lettings,3,1,7,0,2,0.43857142857142856,7,0.09571428571428571,7,0.891,14,0.34285714285714286,7,1
51694638,3 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/51694638/,"Aberdare Gardens, South Hampstead NW6",Goldschmidt & Howland - West Hampstead,3,1,13,1,3,0.4646153846153846,13,0.28076923076923077,13,0.764,26,0.4230769230769231,13,1
51696625,2 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/51696625/,"Maida Vale, Little Venice W9",Goldschmidt & Howland - Little Venice,2,1,6,1,2,0.52,6,0.16,6,0.59,6,0.65,6,1
51716780,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/51716780/,"Sloane Avenue, London SW3",Onslows Estate Agents,1,0,4,1,1,0.46,4,0.2,4,0.46,4,0.64,4,1
51717992,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/51717992/,"Summerston House, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,3,1,23,1,8,0.5126086956521739,23,0.29391304347826086,23,0.548,46,0.5739130434782609,23,1
51725705,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/51725705/,"Sloane Avenue, Chelsea SW3",John D Wood & Co. - Cadogan Street Lettings,1,1,6,1,1,0.43,6,0.22,6,0.46,6,0.76,6,1
51810330,3 bed maisonette to rent,3397,https://www.zoopla.co.uk/to-rent/details/51810330/,"Church Hill Walk, London E9",Cubix Estate Agents,3,1,11,0,0,0.44249999999999995,12,0.42,12,0.621,24,0.7366666666666667,12,1
51845756,2 bed flat to rent,1895,https://www.zoopla.co.uk/to-rent/details/51845756/,"Drake House, London E1",Emoov,2,1,7,0,0,0.42,7,0.32,7,0.58,7,0.81,7,1
51876451,2 bed end terrace house to rent,1900,https://www.zoopla.co.uk/to-rent/details/51876451/,"Braybourne Close, Uxbridge UB8",Andrew Pearce Property Consultants,2,1,7,1,2,0.48,7,0.2,7,0.69,7,0.4,7,1
51890207,3 bed flat to rent,3142,https://www.zoopla.co.uk/to-rent/details/51890207/,"York Way, London N7",Black Katz - Islington,3,1,7,1,3,0.48000000000000004,7,0.35000000000000003,7,0.819,14,0.2928571428571428,7,1
51920890,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/51920890/,"Carshalton Road, Sutton SM1",Griffin Property Co,1,1,7,1,2,0.47,8,0.47,8,0.84,8,0.79,8,1
51942950,1 bed flat to rent,1599,https://www.zoopla.co.uk/to-rent/details/51942950/,"Heathfield Park, London NW2",Black Katz - West Hampstead,1,0,3,1,2,0.411,3,0.27,3,0.435,6,0.377,3,1
51985931,1 bed flat to rent,1647,https://www.zoopla.co.uk/to-rent/details/51985931/,"Moray Road, London N4",Black Katz - Islington,1,1,8,1,2,0.457,8,0.299,8,0.724,16,0.301,8,1
52017478,1 bed flat to rent,5087,https://www.zoopla.co.uk/to-rent/details/52017478/,"West End Gate, Westminster W2",M2 Property Ltd,1,1,6,1,2,0.516,6,0.312,6,0.65,12,0.414,6,1
52030252,2 bed flat to rent,3987,https://www.zoopla.co.uk/to-rent/details/52030252/,"Strathmore Gardens, London W8",Marsh & Parsons - Kensington,2,1,6,0,1,0.48,6,0.31,6,0.77,6,0.27,6,1
52048926,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/52048926/,"Wilmot Street, London E2",WJ Meade - Bow,3,1,12,1,6,0.5230769230769231,13,0.37153846153846154,13,0.712,26,0.6900000000000001,13,1
52055709,1 bed flat to rent,1751,https://www.zoopla.co.uk/to-rent/details/52055709/,"Woodchurch Road, London NW6",Black Katz - West Hampstead,1,1,5,1,1,0.51,5,0.24,5,0.81,5,0.36,5,1
52064355,3 bed flat to rent,5250,https://www.zoopla.co.uk/to-rent/details/52064355/,"Onslow Gardens, London SW7",John D Wood & Co. - South Kensington Lettings,3,1,14,1,6,0.4757142857142857,14,0.15857142857142859,14,0.664,28,0.5678571428571428,14,1
52070532,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/52070532/,"Sterling Gardens, London SE14",Reside,3,1,14,1,6,0.46,15,0.21,15,0.71,15,0.78,15,1
52071753,3 bed flat to rent,3900,https://www.zoopla.co.uk/to-rent/details/52071753/,"Palace Mansions, Earsby Street, Kensington W14",Wedgewood Estates,3,1,8,0,0,0.49,8,0.35,8,0.54,8,0.77,8,1
52115145,3 bed terraced house to rent,2600,https://www.zoopla.co.uk/to-rent/details/52115145/,"Harts Lane, London SE14",Reside,3,1,6,1,3,0.47500000000000003,6,0.21833333333333335,6,0.84,12,0.8366666666666666,6,1
52189917,Room to rent,700,https://www.zoopla.co.uk/to-rent/details/52189917/,"Maryland Road, Woodgreen N22",Discover Residential,1,1,8,1,4,0.51,8,0.31,8,0.62,8,0.71,8,1
52193902,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/52193902/,"Hampden Road, London N8",Links,1,1,5,1,2,0.475,5,0.229,5,0.798,10,0.55,5,1
52198007,1 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/52198007/,"Gatliff Road, Chelsea SW1W",John D Wood & Co. - Cadogan Street Lettings,1,1,7,1,2,0.49,7,0.2,7,0.55,7,0.53,7,1
52259107,3 bed terraced house to rent,1750,https://www.zoopla.co.uk/to-rent/details/52259107/,"Court Wood Lane, Forestdale, Croydon CR0",Martin & Co Croydon,3,0,3,0,0,0.33,3,0.32,3,0.723,6,0.7799999999999999,3,1
52280609,3 bed flat to rent,8017,https://www.zoopla.co.uk/to-rent/details/52280609/,"Lyndhurst Road, Hampstead, London NW3",Goldschmidt & Howland - Hampstead Lettings,3,1,19,1,6,0.5,19,0.31,19,0.68,19,0.51,19,1
52335268,3 bed semi-detached house to rent,5700,https://www.zoopla.co.uk/to-rent/details/52335268/,"Doves Yard, Cloudesley Place, Islington, London N1",Ellis & Co - Islington,3,1,13,0,2,0.49,14,0.29,14,0.61,14,0.53,14,1
52345331,3 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/52345331/,"Morton Road, Islington, Canonbury, London N1",Ellis & Co - Islington,3,1,8,1,3,0.4666666666666667,9,0.22777777777777775,9,0.775,18,0.6488888888888888,9,1
52347041,2 bed flat to rent,2297,https://www.zoopla.co.uk/to-rent/details/52347041/,"Winchester Close, London SE17",1 Ability Estate Agents,2,0,2,0,1,0.54,2,0.58,2,0.71,2,0.65,2,1
52348562,3 bed terraced house to rent,2100,https://www.zoopla.co.uk/to-rent/details/52348562/,"Canonsleigh Road, Dagenham, Essex RM9",Smart Move,3,1,6,0,2,0.42,7,0.16,7,0.82,7,0.51,7,1
