property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,large_windows_score,large_windows_count,high_ceiling_score,high_ceiling_count,fireplace_score,fireplace_count,active
56485053,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/56485053/,"Lemonade Building, Barking IG11",Holdens,1,0,2,0,0,0.48,2,0.095,2,0.821,4,0.892,2,0.772,2,0.304,2,-1.0,0,1
56502656,3 bed shared accommodation to rent,11500,https://www.zoopla.co.uk/to-rent/details/56502656/,"South Quay Square, London E14",PropertyLoop,3,1,15,1,6,0.533,15,0.294,15,0.731,30,0.45,15,0.709,15,0.448,15,0.402,3,1
56510444,3 bed detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/56510444/,"Heston Road, Heston TW5",DBK Estate Agents - Heston,3,1,8,0,1,0.39,8,0.299,8,0.643,16,0.636,8,0.494,8,0.53,8,-1.0,0,1
56524399,1 bed flat to rent,3600,https://www.zoopla.co.uk/to-rent/details/56524399/,"Arlington Avenue, Islington, Angel, London N1",Ellis & Co - Islington,1,1,7,1,1,0.475,7,0.332,7,0.55,14,0.336,7,0.627,6,0.393,6,0.319,3,1
56527347,1 bed semi-detached house to rent,1950,https://www.zoopla.co.uk/to-rent/details/56527347/,"51 Cavendish Road, London NW6",Beverley Cummin,1,1,6,1,2,0.441,7,0.261,7,0.618,14,0.427,7,0.46,6,0.476,6,-1.0,0,1
56532708,1 bed flat to rent,1450,https://www.zoopla.co.uk/to-rent/details/56532708/,"Grove Vale, East Dulwich SE22",Truepenny's,1,1,5,1,1,0.462,5,0.372,5,0.763,10,0.608,5,0.606,5,0.464,5,-1.0,0,1
56545862,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/56545862/,"Rembrandt Court, Stoneleigh, Epsom KT19",Barnard Marcus - Epsom,1,1,7,1,2,0.511,7,0.507,7,0.592,14,0.376,7,0.517,7,0.413,7,-1.0,0,1
56553353,1 bed flat to rent,1250,https://www.zoopla.co.uk/to-rent/details/56553353/,"Bradman Row, Pavilion Way, Burnt Oak, Edgware HA8",Space Residential,1,1,9,1,3,0.472,9,0.385,9,0.677,18,0.47,9,0.55,8,0.502,8,0.214,3,1
56630777,3 bed flat to rent,3300,https://www.zoopla.co.uk/to-rent/details/56630777/,"Holloway Road, Holloway, London N7",Drivers & Norris,3,0,4,0,1,0.476,5,0.474,5,0.687,10,0.494,5,0.443,4,0.493,4,-1.0,0,1
56647665,3 bed semi-detached house to rent,2800,https://www.zoopla.co.uk/to-rent/details/56647665/,"Cissbury Ring North, London N12",ABX Properties,3,1,13,1,3,0.478,13,0.328,13,0.714,26,0.685,13,0.636,12,0.452,12,0.378,2,1
56655294,3 bed flat to rent,4290,https://www.zoopla.co.uk/to-rent/details/56655294/,"Ifield Road, London SW10",Strutt & Parker - Chelsea,3,1,8,1,3,0.522,8,0.232,8,0.748,16,0.423,8,0.663,6,0.443,6,0.268,3,1
56660783,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/56660783/,"Woodgrange Close, Kenton, Harrow HA3",Salter McGuinness,2,1,7,0,1,0.417,7,0.33,7,0.787,14,0.901,7,0.452,7,0.571,7,-1.0,0,1
56715829,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/56715829/,"Evershot Road, Finsbury Park N4",Northview,1,1,9,0,0,0.411,9,0.292,9,0.62,18,0.651,9,0.562,6,0.482,6,0.292,2,1
56761752,3 bed penthouse to rent,6500,https://www.zoopla.co.uk/to-rent/details/56761752/,Fulham SW6,John D Wood & Co. - Fulham Broadway Lettings,3,1,11,1,3,0.545,11,0.225,11,0.735,22,0.63,11,0.716,10,0.47,10,0.266,4,1
56824207,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/56824207/,"Pan Peninsula East Tower, Pan Peninsula Square, Canary Wharf, South Quay, London E14",Jack Barclay Estates,1,1,5,1,1,0.49,5,0.217,5,0.483,10,0.692,5,0.583,5,0.371,5,0.163,1,1
56856473,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/56856473/,"Long Lane, London SE1",WN Properties,1,1,7,1,1,0.492,7,0.273,7,0.638,14,0.612,7,0.522,7,0.399,7,0.03,1,1
56877549,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/56877549/,"Atkins Square, Hackney E8",Knight Bishop,1,1,11,1,2,0.492,12,0.211,12,0.665,24,0.452,12,0.614,11,0.512,11,0.224,5,1
56887454,2 bed flat to rent,3575,https://www.zoopla.co.uk/to-rent/details/56887454/,"Wood Lane, White City, London W12",Knight Frank - 88 Wood Lane ILM,2,1,6,1,2,0.48,6,0.337,6,0.561,12,0.527,6,0.528,6,0.448,6,0.063,2,1
56907743,3 bed terraced house to rent,13000,https://www.zoopla.co.uk/to-rent/details/56907743/,"Kensington Park Mews, Notting Hill W11",Domus Nova London,3,1,9,1,3,0.503,9,0.208,9,0.723,18,0.632,9,0.627,8,0.421,8,0.142,3,1
56911048,1 bed flat to rent,2752,https://www.zoopla.co.uk/to-rent/details/56911048/,"Chelsea Towers, London SW3",John D Wood & Co. - Chelsea,1,1,9,1,3,0.525,9,0.186,9,0.738,18,0.448,9,0.715,8,0.466,8,0.594,2,1
56927198,Room to rent,2100,https://www.zoopla.co.uk/to-rent/details/56927198/,"Priory Park Road, London NW6",Upad,1,1,21,1,4,0.443,21,0.232,21,0.716,42,0.536,21,0.58,21,0.427,21,0.146,10,1
56951236,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/56951236/,"Chamberlayne Road, Kensal Rise, London NW10",Warwick Estate Agents,2,1,5,0,0,0.416,5,0.136,5,0.546,10,0.322,5,0.39,5,0.386,5,0.359,1,1
56963813,3 bed terraced house to rent,2350,https://www.zoopla.co.uk/to-rent/details/56963813/,"Redbridge Lane East, Essex IG4",Hills Estate Ltd,3,0,4,0,2,0.49,4,0.208,4,0.805,8,0.3,4,0.758,3,0.477,3,0.324,1,1
57002459,3 bed semi-detached house to rent,2300,https://www.zoopla.co.uk/to-rent/details/57002459/,"Ingleway, London N12",Crown House Estates,3,1,8,0,2,0.451,8,0.361,8,0.705,16,0.547,8,0.519,7,0.534,7,-1.0,0,1
57009286,2 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/57009286/,"Fortescue Road, Colliers Wood, London SW19",Eddison White,2,1,11,0,1,0.473,11,0.205,11,0.787,22,0.68,11,0.633,10,0.4,10,0.361,3,1
57017478,2 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/57017478/,"Shacklewell Lane, London E8",Akelius Residential,2,1,15,1,2,0.449,15,0.356,15,0.43,30,0.706,15,0.499,14,0.454,14,-1.0,0,1
57018122,3 bed flat to rent,8450,https://www.zoopla.co.uk/to-rent/details/57018122/,"St Johns Wood Park, St Johns Wood NW8",S.H.A & SON Ltd,3,1,17,1,4,0.526,17,0.269,17,0.763,34,0.694,17,0.667,16,0.473,16,0.425,2,1
57019426,1 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/57019426/,"St. John's Avenue, Putney, London SW15",Griffin Stevens,1,1,8,1,2,0.469,8,0.202,8,0.657,16,0.403,8,0.574,8,0.412,8,0.196,2,1
57049843,2 bed end terrace house to rent,2100,https://www.zoopla.co.uk/to-rent/details/57049843/,"Capstone Road, Bromley BR1",Home 2 U,2,1,9,1,2,0.487,9,0.353,9,0.58,18,0.677,9,0.553,8,0.476,8,0.091,2,1
57105742,3 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/57105742/,"Lanark Mansions, Pennard Road W12",Colet Estates,3,1,8,0,1,0.459,8,0.343,8,0.632,16,0.843,8,0.481,7,0.432,7,0.305,2,1
57153330,3 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/57153330/,"Lunham Road, Crystal Palace, London SE19",Pedder - Crystal Palace,3,1,8,0,1,0.443,8,0.244,8,0.776,16,0.825,8,0.498,8,0.483,8,0.098,2,1
57166087,2 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/57166087/,"Blondin Street, Bow, London E3",Butler and Stag,2,1,14,1,4,0.486,14,0.228,14,0.707,28,0.43,14,0.507,14,0.454,14,0.31,4,1
57169233,1 bed flat to rent,3150,https://www.zoopla.co.uk/to-rent/details/57169233/,"Hampton Tower, South Quay Plaza, London E14",JOHNS&CO - Canary Wharf,1,1,10,1,3,0.531,10,0.181,10,0.584,20,0.441,10,0.665,10,0.432,10,0.328,2,1
57180640,2 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/57180640/,"Homefield Place, Croydon, Surrey CR0",Choices - Croydon,2,1,10,1,3,0.48,12,0.329,12,0.683,24,0.587,12,0.556,8,0.463,8,0.201,1,1
57218808,Room to rent,1213,https://www.zoopla.co.uk/to-rent/details/57218808/,"Room B, Cambridge Avenue, Kilburn Park NW6",Apartmentwharf,1,1,6,1,2,0.391,6,0.431,6,0.604,12,0.634,6,0.587,6,0.39,6,-1.0,0,1
57221487,3 bed flat to rent,3098,https://www.zoopla.co.uk/to-rent/details/57221487/,"Battersea High Street, London SW11",Black Katz - London Bridge & Clapham,3,1,5,0,2,0.538,5,0.506,5,0.834,10,0.286,5,0.514,4,0.497,4,0.62,1,1
57226906,Room to rent,810,https://www.zoopla.co.uk/to-rent/details/57226906/,"Champlain House, White City W12",North Kensington Property Consultants,1,1,11,1,4,0.469,11,0.331,11,0.676,22,0.475,11,0.451,7,0.461,7,0.066,1,1
57230486,2 bed flat to rent,5092,https://www.zoopla.co.uk/to-rent/details/57230486/,"Monmouth Street, London WC2H",Tavistock Bow,2,1,9,0,0,0.471,9,0.315,9,0.656,18,0.739,9,0.573,9,0.408,9,0.351,4,1
57247716,3 bed maisonette to rent,3250,https://www.zoopla.co.uk/to-rent/details/57247716/,"St. Alphonsus Road, London SW4",Avrasons Ltd,3,1,9,1,5,0.502,9,0.543,9,0.688,18,0.592,9,0.519,8,0.52,8,0.161,1,1
57247902,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/57247902/,"Sinclair Road, London W14",Marsh & Parsons - Brook Green,2,0,4,1,2,0.412,5,0.336,5,0.593,10,0.28,5,0.501,4,0.5,4,0.419,1,1
57303351,Room to rent,1127,https://www.zoopla.co.uk/to-rent/details/57303351/,"Chapter Road, London NW2",Mind the Flat,1,1,5,1,2,0.451,6,0.19,6,0.631,12,0.299,6,0.515,5,0.468,5,-1.0,0,1
57320460,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/57320460/,"Ebbett Court, Victoria Road, London W3",Diamond Move,1,0,4,1,1,0.458,4,0.297,4,0.728,8,0.432,4,0.57,4,0.473,4,0.34,1,1
57340780,2 bed maisonette to rent,1750,https://www.zoopla.co.uk/to-rent/details/57340780/,"Court Mead, Northolt UB5",Hiltons Estates,2,1,5,0,1,0.439,5,0.244,5,0.637,10,0.573,5,0.37,4,0.438,4,0.165,1,1
57342465,3 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/57342465/,"Sudbury Heights Avenue, Sudbury, Wembley UB6",Daniels - Sudbury & Harrow,3,1,6,0,1,0.41,6,0.387,6,0.836,12,0.478,6,0.646,6,0.508,6,0.653,2,1
57346058,2 bed town house to rent,5092,https://www.zoopla.co.uk/to-rent/details/57346058/,"Monmouth Street, London WC2H",CBRE,2,1,13,0,0,0.459,13,0.403,13,0.767,26,0.726,13,0.619,13,0.472,13,0.451,3,1
57348659,2 bed terraced house to rent,3575,https://www.zoopla.co.uk/to-rent/details/57348659/,"Harcourt Street, London W1H",Marsh & Parsons - Marylebone & Mayfair,2,1,5,1,2,0.453,5,0.506,5,0.704,10,0.801,5,0.627,5,0.362,5,0.054,1,1
57366973,3 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/57366973/,"Ormiston Grove, Shepherds Bush, London W12",Amber & Co Ltd,3,1,10,1,5,0.487,10,0.272,10,0.742,20,0.855,10,0.597,10,0.472,10,0.133,2,1
57375049,2 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/57375049/,"Kingswood Road, London SW2",PropertyLoop,2,1,8,1,3,0.567,8,0.336,8,0.775,16,0.658,8,0.65,7,0.488,7,0.145,2,1
57397705,Room to rent,1200,https://www.zoopla.co.uk/to-rent/details/57397705/,"Room 1, Centurion Close N7",Right Room,1,1,15,1,6,0.466,15,0.303,15,0.487,30,0.432,15,0.555,15,0.494,15,0.269,2,1
57407689,3 bed end terrace house to rent,2800,https://www.zoopla.co.uk/to-rent/details/57407689/,"Havana Road, London SW19",Brinkley's Estate Agents,3,1,10,1,4,0.573,10,0.557,10,0.772,20,0.269,10,0.703,8,0.52,8,0.36,3,1
57450149,2 bed flat to rent,2450,https://www.zoopla.co.uk/to-rent/details/57450149/,"Sussex Way, London N7",Stelfort,2,1,8,0,0,0.448,8,0.378,8,0.744,16,0.854,8,0.623,8,0.499,8,0.172,1,1
57505907,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/57505907/,"Roseberry Place, Dalston E8",Courtneys,3,1,11,1,4,0.456,11,0.195,11,0.635,22,0.655,11,0.589,11,0.534,11,0.11,1,1
57528539,Room to rent,1000,https://www.zoopla.co.uk/to-rent/details/57528539/,"Victoria Rise, London SW4",George Ellis Property Services,1,1,11,1,3,0.435,12,0.206,12,0.579,24,0.302,12,0.375,10,0.465,10,0.496,2,1
57544213,2 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/57544213/,"Forest Road, Walthamstow, London E17",Central Estate Agents,2,1,9,1,2,0.418,9,0.375,9,0.708,18,0.414,9,0.531,9,0.471,9,0.145,4,1
57566101,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/57566101/,"Barrow Road, London SW16",Top Move Estate Agents,1,0,4,1,3,0.443,4,0.292,4,0.454,8,0.618,4,0.538,2,0.514,2,-1.0,0,1
57593427,1 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/57593427/,"Pakenham Street, London WC1X",Stirling Ackroyd - Clerkenwell,1,0,4,1,1,0.5,4,0.415,4,0.718,8,0.71,4,0.583,4,0.432,4,0.107,1,1
57596706,3 bed flat to rent,3423,https://www.zoopla.co.uk/to-rent/details/57596706/,"Jerdan Place, Fulham Broadway, London SW6",Robert Irving Burns,3,1,7,1,3,0.487,7,0.237,7,0.734,14,0.256,7,0.677,7,0.482,7,0.517,2,1
57607384,1 bed flat to rent,2253,https://www.zoopla.co.uk/to-rent/details/57607384/,"Ability Place, 37 Millharbour, Canary Wharf, South Quay, London E14",Jack Barclay Estates,1,1,8,1,2,0.477,8,0.217,8,0.588,16,0.311,8,0.605,8,0.377,8,0.224,4,1
57631725,1 bed flat to rent,1200,https://www.zoopla.co.uk/to-rent/details/57631725/,"Britannia Close, Northolt UB5",Bennett Holmes - Northolt,1,1,5,1,1,0.41,5,0.356,5,0.793,10,0.66,5,0.609,5,0.452,5,0.643,1,1
57633648,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/57633648/,"Redchurch Street, Shoreditch E2",Greenland Property Services Ltd,1,1,5,1,2,0.434,5,0.161,5,0.742,10,0.836,5,0.489,5,0.456,5,0.104,1,1
57648414,Room to rent,1025,https://www.zoopla.co.uk/to-rent/details/57648414/,"Garford Street, London E14",Right Room,1,1,8,1,3,0.461,9,0.274,9,0.719,18,0.35,9,0.553,8,0.5,8,0.092,1,1
57650339,1 bed property to rent,1550,https://www.zoopla.co.uk/to-rent/details/57650339/,"Finchley Road, London NW11",Stones Residential,1,1,7,1,3,0.517,7,0.408,7,0.67,14,0.537,7,0.604,7,0.447,7,0.23,2,1
57651805,3 bed flat to rent,2968,https://www.zoopla.co.uk/to-rent/details/57651805/,"Walworth Road, London SE17",Black Katz - London Bridge & Clapham,3,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
57653855,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/57653855/,"Hindes Road, Harrow-On-The-Hill, Harrow HA1",Rawlinson Gold,1,1,5,1,1,0.527,5,0.53,5,0.709,10,0.204,5,0.594,4,0.48,4,0.167,2,1
57663849,2 bed end terrace house to rent,1995,https://www.zoopla.co.uk/to-rent/details/57663849/,"Sparkes Close, Bromley BR2",Drewery Property Consultants,2,1,12,1,5,0.496,12,0.276,12,0.658,24,0.579,12,0.493,12,0.47,12,-1.0,0,1
57670219,2 bed terraced house to rent,1900,https://www.zoopla.co.uk/to-rent/details/57670219/,"Holly Road, Twickenham TW1",Websters Estate Agents,2,1,6,1,2,0.465,6,0.29,6,0.728,12,0.81,6,0.571,5,0.504,5,0.442,3,1
57692468,3 bed flat to rent,7500,https://www.zoopla.co.uk/to-rent/details/57692468/,"Penthouse, Belvedere Row, White City Living W12",JOHNS&CO - West Hampstead,3,1,5,0,0,0.494,5,0.23,5,0.462,10,0.616,5,0.635,5,0.335,5,0.176,1,1
57692568,3 bed flat to rent,3450,https://www.zoopla.co.uk/to-rent/details/57692568/,"Back Church Lane, London E1",Tower Quay Limited,3,1,12,1,4,0.464,12,0.377,12,0.606,24,0.828,12,0.524,11,0.493,11,0.41,2,1
57699917,Room to rent,730,https://www.zoopla.co.uk/to-rent/details/57699917/,"Elspeth Road, Wembley HA0",North Kensington Property Consultants,1,1,10,1,4,0.443,11,0.308,11,0.667,22,0.68,11,0.519,8,0.453,8,-1.0,0,1
57722013,1 bed flat to rent,2968,https://www.zoopla.co.uk/to-rent/details/57722013/,"Holland Park Avenue, London W11",Marsh & Parsons - Holland Park,1,1,5,1,1,0.543,5,0.319,5,0.505,10,0.288,5,0.705,4,0.461,4,0.515,2,1
57723258,2 bed end terrace house to rent,2200,https://www.zoopla.co.uk/to-rent/details/57723258/,"Byegrove Road, Colliers Wood, London SW19",Eddison White,2,1,9,0,1,0.394,9,0.267,9,0.667,18,0.416,9,0.562,9,0.486,9,-1.0,0,1
57756797,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/57756797/,"Sangley Road, South Norwood SE25",Northwoods,1,1,6,0,0,0.465,6,0.305,6,0.857,12,0.762,6,0.549,6,0.417,6,0.389,2,1
57764008,3 bed flat to rent,3750,https://www.zoopla.co.uk/to-rent/details/57764008/,"Dingley Place, London EC1V",Upad,3,1,13,0,2,0.428,13,0.358,13,0.581,26,0.785,13,0.519,13,0.416,13,0.215,1,1
57784936,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/57784936/,"Pooles Park, Islington N4",Shang Properties Ltd T/A Future Homes,2,1,6,1,3,0.497,7,0.256,7,0.669,14,0.41,7,0.587,6,0.464,6,0.084,1,1
57801639,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/57801639/,"Library Building, Clement Avenue, Clapham, London SW4",Manage My Property,1,1,6,1,1,0.428,6,0.22,6,0.667,12,0.745,6,0.508,6,0.503,6,0.171,2,1
57811133,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/57811133/,"Middlesex Street, London, Aldgate E1",City & Urban International Shoreditch,3,1,11,1,6,0.437,11,0.354,11,0.633,22,0.507,11,0.528,11,0.523,11,-1.0,0,1
57820975,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/57820975/,"Balcombe Street, London NW1",City & Urban International Shoreditch,1,1,8,1,2,0.466,9,0.247,9,0.746,18,0.626,9,0.523,8,0.499,8,0.355,4,1
57841631,3 bed shared accommodation to rent,2695,https://www.zoopla.co.uk/to-rent/details/57841631/,"Summit Close, London N14",Peter Michael Estates,3,1,11,0,0,0.489,12,0.319,12,0.754,24,0.792,12,0.545,11,0.549,11,0.249,2,1
57846176,1 bed flat to rent,3033,https://www.zoopla.co.uk/to-rent/details/57846176/,"Earlham Street, Covent Garden WC2H",CBRE,1,1,7,1,2,0.509,7,0.341,7,0.599,14,0.494,7,0.589,7,0.472,7,0.552,2,1
57854419,1 bed maisonette to rent,2167,https://www.zoopla.co.uk/to-rent/details/57854419/,"Gayford Road, London W12",Marsh & Parsons - Askew Road,1,1,5,0,0,0.435,5,0.372,5,0.47,10,0.491,5,0.509,5,0.451,5,0.56,1,1
57859719,2 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/57859719/,"Greenford Road, Greenford UB6",Ellis & Co - Greenford,2,1,7,1,2,0.472,7,0.282,7,0.575,14,0.841,7,0.596,7,0.385,7,0.461,2,1
57863818,1 bed flat to rent,1499,https://www.zoopla.co.uk/to-rent/details/57863818/,"Mavis Court, Raven Close, Colindale NW9",SH Properties,1,1,8,1,1,0.391,8,0.532,8,0.467,16,0.826,8,0.339,8,0.438,8,-1.0,0,1
57865300,2 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/57865300/,"Portland Rise, London N4",David Andrew Estates,2,1,9,1,2,0.459,9,0.252,9,0.613,18,0.626,9,0.481,9,0.459,9,0.462,1,1
57876212,Room to rent,1000,https://www.zoopla.co.uk/to-rent/details/57876212/,"Room 2, Centurion Close N7",Right Room,1,1,17,1,7,0.447,17,0.254,17,0.569,34,0.516,17,0.499,16,0.51,16,-1.0,0,1
57876215,Room to rent,1100,https://www.zoopla.co.uk/to-rent/details/57876215/,"Barnsdale Avenue, London E14",Right Room,1,0,3,1,2,0.48,3,0.357,3,0.802,6,0.92,3,0.539,3,0.403,3,-1.0,0,1
57876217,Room to rent,925,https://www.zoopla.co.uk/to-rent/details/57876217/,"Room 3, Barnsdale Avenue, London E14",Right Room,1,0,4,1,4,0.472,4,0.2,4,0.718,8,0.887,4,0.631,3,0.342,3,-1.0,0,1
57881902,2 bed flat to rent,6608,https://www.zoopla.co.uk/to-rent/details/57881902/,"Woodfall Street, London SW3",Strutt & Parker - Sloane Street,2,1,8,1,2,0.47,8,0.207,8,0.807,16,0.259,8,0.706,8,0.464,8,0.429,3,1
57904714,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/57904714/,"Northumberland Rd, Walthamstow E17",Keylocators,1,0,4,1,2,0.397,4,0.258,4,0.52,8,0.91,4,0.53,4,0.52,4,-1.0,0,1
57946306,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/57946306/,"Larch Grove, The Hollies DA15",Drewery Property Consultants,3,1,12,0,2,0.48,13,0.258,13,0.748,26,0.477,13,0.515,11,0.408,11,0.143,2,1
57965463,2 bed flat to rent,2150,https://www.zoopla.co.uk/to-rent/details/57965463/,"Water Gardens Square, London SE16",Living in London,2,1,7,1,2,0.506,7,0.165,7,0.599,14,0.527,7,0.601,7,0.422,7,0.128,1,1
57994444,2 bed flat to rent,3987,https://www.zoopla.co.uk/to-rent/details/57994444/,"Water Street, London E14",Knight Frank - Canary Wharf Vertus ILM,2,1,16,1,4,0.522,17,0.281,17,0.553,34,0.601,17,0.749,14,0.462,14,0.349,7,1
57999354,3 bed detached house to rent,2600,https://www.zoopla.co.uk/to-rent/details/57999354/,"Blackfen Road, Sidcup DA15",Key Property Consultants,3,1,22,1,8,0.46,22,0.299,22,0.588,44,0.449,22,0.555,22,0.486,22,0.536,3,1
58037592,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/58037592/,"Goswell Road, London, Clerkenwell EC1M",City & Urban International Shoreditch,1,1,5,1,1,0.463,6,0.283,6,0.65,12,0.612,6,0.504,5,0.498,5,0.248,2,1
58054860,1 bed flat to rent,5200,https://www.zoopla.co.uk/to-rent/details/58054860/,"Milford House, 190 The Strand, Covent Garden, London WC2R",OIG Real Estate,1,1,5,1,2,0.477,5,0.304,5,0.572,10,0.616,5,0.686,5,0.466,5,0.144,1,1
58064483,Room to rent,1100,https://www.zoopla.co.uk/to-rent/details/58064483/,"Room 3, Kendal House, London N1",Right Room,1,1,6,1,4,0.398,8,0.279,8,0.711,16,0.535,8,0.507,5,0.475,5,-1.0,0,1
58064484,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/58064484/,"Room 4, Kendal House N1",Right Room,1,1,6,1,3,0.418,8,0.283,8,0.708,16,0.632,8,0.535,6,0.503,6,-1.0,0,1
58064485,Room to rent,1200,https://www.zoopla.co.uk/to-rent/details/58064485/,"Room 1, Kendal House, London N1",Right Room,1,1,8,1,3,0.454,10,0.275,10,0.704,20,0.6,10,0.572,7,0.429,7,-1.0,0,1
58064486,Room to rent,900,https://www.zoopla.co.uk/to-rent/details/58064486/,"Room 2, Kendal House, London N1",Right Room,1,1,6,1,4,0.44,8,0.258,8,0.717,16,0.538,8,0.534,5,0.505,5,-1.0,0,1
58093598,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/58093598/,"Myers Lane, London SE14",Akelius Residential,1,1,6,0,0,0.375,6,0.312,6,0.825,12,0.769,6,0.533,6,0.488,6,0.265,2,1
58108050,3 bed terraced house to rent,2750,https://www.zoopla.co.uk/to-rent/details/58108050/,"Arica Road, Brockley, London SE4",Fish Need Water,3,1,8,0,2,0.414,8,0.249,8,0.625,16,0.465,8,0.55,8,0.481,8,-1.0,0,1
58120023,3 bed semi-detached house to rent,2000,https://www.zoopla.co.uk/to-rent/details/58120023/,"Pottery Road, Bexley DA5",Park Estates,3,1,7,0,0,0.417,7,0.344,7,0.799,14,0.839,7,0.574,7,0.524,7,0.27,3,1
58132273,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/58132273/,"Harlinger Street, King Henrys Wharf, Woolwich SE18",Comber & Company,1,1,8,0,0,0.518,8,0.375,8,0.669,16,0.718,8,0.369,7,0.425,7,-1.0,0,1
58142658,2 bed flat to rent,1875,https://www.zoopla.co.uk/to-rent/details/58142658/,"Woodford Avenue, Ilford IG2",Property Masterz UK Ltd,2,1,6,1,3,0.477,7,0.25,7,0.716,14,0.463,7,0.553,6,0.47,6,-1.0,0,1
58144134,3 bed flat to rent,8428,https://www.zoopla.co.uk/to-rent/details/58144134/,"Palace Wharf, Rainville Road, Fulham, London W6",Redac Strattons - Notting Hill Gate Office,3,1,9,1,3,0.473,9,0.234,9,0.652,18,0.494,9,0.638,6,0.453,6,0.149,4,1
58148935,2 bed shared accommodation to rent,1582,https://www.zoopla.co.uk/to-rent/details/58148935/,"Larch Road, London NW2",Ellis & Co - Willesden Green,2,1,6,1,3,0.397,6,0.307,6,0.563,12,0.345,6,0.452,5,0.422,5,-1.0,0,1
58162989,1 bed flat to rent,2253,https://www.zoopla.co.uk/to-rent/details/58162989/,"Denison House, Lanterns Way, Canary Wharf, Marsh Wall, South Quays, London E14",Jack Barclay Estates,1,1,7,1,2,0.531,7,0.204,7,0.633,14,0.527,7,0.626,7,0.436,7,0.276,2,1
58168669,3 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/58168669/,"Rowan Road, Streatham SW16",Stirling Ackroyd - Streatham,3,1,8,1,4,0.437,9,0.398,9,0.787,18,0.459,9,0.685,8,0.516,8,0.072,1,1
58225131,1 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/58225131/,"Gatliff Road, London SW1W",Martin & Co - London Riverside,1,1,6,1,2,0.483,6,0.217,6,0.508,12,0.568,6,0.509,6,0.444,6,0.395,2,1
58227061,3 bed flat to rent,3500,https://www.zoopla.co.uk/to-rent/details/58227061/,"Percival Street, London, Clerkenwell EC1V",City & Urban International Shoreditch,3,1,18,1,7,0.499,20,0.28,20,0.741,40,0.596,20,0.654,14,0.516,14,0.36,5,1
58230984,Room to rent,1450,https://www.zoopla.co.uk/to-rent/details/58230984/,"Churchview Road, Twickenham TW2",Websters Estate Agents,1,1,6,1,1,0.426,6,0.3,6,0.84,12,0.529,6,0.638,6,0.479,6,0.444,2,1
